63,-1,955,418,99,259,0.9992830,-1,-1,-1
64,-1,987,415,78,259,0.9993744,-1,-1,-1
65,-1,1014,415,69,255,0.9995084,-1,-1,-1
66,-1,1019,413,69,257,0.9990637,-1,-1,-1
67,-1,1025,412,95,263,0.9995807,-1,-1,-1
68,-1,1026,413,112,260,0.9997556,-1,-1,-1
69,-1,1024,413,124,259,0.9996566,-1,-1,-1
70,-1,1041,414,105,258,0.9995236,-1,-1,-1
71,-1,1062,410,100,262,0.9995616,-1,-1,-1
72,-1,1104,413,68,252,0.9993188,-1,-1,-1
73,-1,1119,420,66,247,0.9993468,-1,-1,-1
74,-1,1124,414,95,254,0.9996303,-1,-1,-1
75,-1,1125,412,112,255,0.9994915,-1,-1,-1
76,-1,1127,412,114,255,0.9996192,-1,-1,-1
77,-1,1136,407,118,260,0.9994747,-1,-1,-1
78,-1,1161,400,107,261,0.9993429,-1,-1,-1
79,-1,1194,396,79,259,0.9989077,-1,-1,-1
80,-1,1217,387,76,263,0.9989591,-1,-1,-1
81,-1,1222,389,83,250,0.9986519,-1,-1,-1
82,-1,1239,391,83,231,0.9981318,-1,-1,-1
83,-1,1263,397,75,205,0.9987913,-1,-1,-1
84,-1,1281,386,73,216,0.9993309,-1,-1,-1
85,-1,1294,379,70,223,0.9988675,-1,-1,-1
86,-1,1308,377,70,226,0.9982693,-1,-1,-1
87,-1,1323,378,75,262,0.9993846,-1,-1,-1
88,-1,1332,381,76,235,0.9983670,-1,-1,-1
89,-1,1339,384,83,235,0.9984567,-1,-1,-1
90,-1,1344,381,98,248,0.9989236,-1,-1,-1
91,-1,1382,380,70,209,0.9979120,-1,-1,-1
92,-1,1390,377,78,214,0.9988614,-1,-1,-1
93,-1,1405,374,71,216,0.9988034,-1,-1,-1
94,-1,1415,371,73,212,0.9973351,-1,-1,-1
95,-1,1428,372,77,216,0.9987352,-1,-1,-1
96,-1,1441,377,81,210,0.9977834,-1,-1,-1
97,-1,1459,378,77,209,0.9992847,-1,-1,-1
98,-1,1477,378,74,208,0.9986475,-1,-1,-1
99,-1,1492,367,74,228,0.9972616,-1,-1,-1
100,-1,1506,370,76,220,0.9990216,-1,-1,-1
101,-1,1515,372,86,215,0.9988060,-1,-1,-1
102,-1,1525,373,80,218,0.9986254,-1,-1,-1
103,-1,1543,378,78,212,0.9982648,-1,-1,-1
104,-1,1558,376,74,221,0.9974196,-1,-1,-1
105,-1,1570,380,73,208,0.9988557,-1,-1,-1
